DATE,PRCP,SNOW,SNWD,SNOW_DAY_SUM
2019-05-01,0.15,1.7,,6.9999999999999964
2019-05-04,0.0,0.0,,6.4999999999999964
2019-05-05,0.0,0.0,,6.4999999999999964
2019-05-06,0.0,0.0,,6.4999999999999964
2019-05-08,0.0,0.0,,6.4999999999999964
2019-05-09,0.53,3.5,,9.699999999999996
2019-05-12,0.0,0.0,,5.199999999999997
2019-05-13,0.0,0.0,,3.4999999999999964
2019-05-15,0.0,0.0,,3.4999999999999964
2019-05-16,0.0,0.0,,3.4999999999999964
2019-05-17,0.0,0.0,,3.4999999999999964
2019-05-18,0.06,0.0,,3.4999999999999964
2019-05-23,0.05,0.3,,0.29999999999999644
2019-05-24,0.19,2.0,,2.2999999999999963
2019-05-25,0.0,0.0,,2.2999999999999963
2019-05-26,0.0,0.0,,2.2999999999999963
2019-05-28,0.03,0.2,,2.4999999999999964
2019-05-29,0.06,0.2,,2.6999999999999966
2019-05-31,0.0,0.0,,2.6999999999999966
2019-06-01,0.0,0.0,,2.399999999999997
2019-06-02,0.0,0.0,,0.3999999999999967
2019-06-08,0.0,0.0,,0.3999999999999967
2019-06-09,0.0,0.0,,0.3999999999999967
2019-06-12,0.0,0.0,,0.19999999999999668
2019-06-14,0.0,0.0,,0.0
2019-06-20,0.0,0.0,,0.0
2019-06-22,0.33,0.6,0.5,0.5999999999999966
2019-06-23,0.2,0.5,0.0,1.0999999999999965
2019-06-25,0.0,0.0,,1.0999999999999965
2019-06-26,0.0,0.0,,1.0999999999999965
2019-06-27,0.0,0.0,,1.0999999999999965
2019-06-28,0.0,0.0,,1.0999999999999965
2019-06-29,0.0,0.0,,1.0999999999999965
2019-06-30,0.0,0.0,,0.49999999999999667
2019-07-02,0.0,0.0,,0.0
2019-07-03,0.0,0.0,,0.0
2019-07-04,0.0,0.0,,0.0
2019-07-05,0.0,0.0,,0.0
2019-07-06,0.0,0.0,,0.0
2019-07-07,0.0,0.0,,0.0
2019-07-10,0.0,0.0,,0.0
2019-07-11,0.0,0.0,,0.0
2019-07-12,0.0,0.0,,0.0
2019-07-13,0.0,0.0,,0.0
2019-07-14,0.0,0.0,,0.0
2019-07-18,0.0,0.0,,0.0
2019-07-19,0.0,0.0,,0.0
2019-07-20,0.0,0.0,,0.0
2019-07-29,0.0,0.0,,0.0
2019-07-30,0.0,0.0,,0.0
2019-08-07,0.0,0.0,,0.0
2019-08-13,0.0,0.0,,0.0
2019-08-14,0.0,0.0,,0.0
2019-08-15,0.0,0.0,,0.0
2019-08-16,0.0,0.0,,0.0
2019-08-17,0.0,0.0,,0.0
2019-08-18,0.0,0.0,,0.0
2019-08-19,0.0,0.0,,0.0
2019-08-20,0.0,0.0,,0.0
2019-08-24,0.0,0.0,,0.0
2019-08-26,0.0,0.0,,0.0
2019-08-27,0.0,0.0,,0.0
2019-08-28,0.0,0.0,,0.0
2019-08-30,0.0,0.0,,0.0
2019-08-31,0.0,0.0,,0.0
2019-09-01,0.0,0.0,,0.0
2019-09-02,0.0,0.0,,0.0
2019-09-04,0.0,0.0,,0.0
2019-09-05,0.0,0.0,,0.0
2019-09-08,0.0,0.0,,0.0
2019-09-10,0.0,0.0,,0.0
2019-09-11,0.0,0.0,,0.0
2019-09-13,0.0,0.0,,0.0
2019-09-20,0.0,0.0,,0.0
2019-09-21,0.0,0.0,,0.0
2019-09-22,0.0,0.0,,0.0
2019-09-23,0.0,0.0,,0.0
2019-09-24,0.0,0.0,,0.0
2019-09-27,0.0,0.0,,0.0
2019-09-30,0.0,0.0,,0.0
2019-10-01,0.0,0.0,,0.0
2019-10-02,0.0,0.0,,0.0
2019-10-03,0.0,0.0,,0.0
2019-10-04,0.0,0.0,,0.0
2019-10-05,0.0,0.0,,0.0
2019-10-06,0.0,0.0,,0.0
2019-10-07,0.0,0.0,,0.0
2019-10-08,0.0,0.0,,0.0
2019-10-09,0.0,0.0,,0.0
2019-10-10,0.09,1.7,1.5,1.6999999999999966
2019-10-11,0.05,0.3,1.0,1.9999999999999967
2019-10-12,0.0,0.0,0.0,1.9999999999999967
2019-10-13,0.0,0.0,,1.9999999999999967
2019-10-14,0.0,0.0,,1.9999999999999967
2019-10-16,0.0,0.0,,1.9999999999999967
2019-10-17,0.0,0.0,,1.9999999999999967
2019-10-20,0.3,5.0,5.0,5.299999999999997
2019-10-21,0.16,1.9,5.0,6.899999999999997
2019-10-22,0.08,1.2,5.0,8.099999999999998
2019-10-23,0.02,0.2,2.0,8.299999999999997
2019-10-24,0.48,4.5,4.0,12.799999999999997
2019-10-25,0.0,0.0,3.5,12.799999999999997
2019-10-26,0.0,0.0,3.0,12.799999999999997
2019-10-27,0.0,0.0,2.0,7.799999999999997
2019-10-28,0.49,6.0,8.5,11.899999999999997
2019-10-29,0.14,1.4,8.0,12.099999999999998
2019-10-30,0.08,0.8,8.0,12.699999999999996
2019-10-31,0.0,0.0,7.5,8.199999999999996
2019-11-02,0.0,0.0,,8.199999999999996
2019-11-03,0.0,0.0,,8.199999999999996
2019-11-04,0.0,0.0,,8.199999999999996
2019-11-05,0.0,0.0,,2.1999999999999975
2019-11-06,0.0,0.0,,0.7999999999999974
2019-11-07,0.0,0.0,,0.0
2019-11-08,0.0,0.0,,0.0
2019-11-09,0.0,0.0,,0.0
2019-11-10,0.0,0.0,,0.0
2019-11-14,0.0,0.0,,0.0
2019-11-15,0.0,0.0,,0.0
2019-11-16,0.0,0.0,,0.0
2019-11-17,0.03,0.5,,0.49999999999999734
2019-11-19,0.0,0.0,,0.49999999999999734
2019-11-20,0.0,0.0,,0.49999999999999734
2019-11-21,0.27,1.8,,2.299999999999997
2019-11-22,0.2,2.7,,4.999999999999997
2019-11-23,0.08,1.3,,6.299999999999997
2019-11-25,0.0,0.0,,6.299999999999997
2019-11-27,0.0,0.0,,5.799999999999997
2019-11-29,0.0,0.0,,5.799999999999997
2019-11-30,0.14,1.5,,7.299999999999997
2019-12-01,0.05,0.8,,6.299999999999997
2019-12-02,0.0,0.0,,3.5999999999999974
2019-12-03,0.02,0.3,,2.599999999999997
2019-12-04,0.0,0.0,,2.599999999999997
2019-12-05,0.04,0.5,,3.099999999999997
2019-12-06,0.03,0.2,,3.299999999999997
2019-12-07,0.0,0.0,,1.7999999999999974
2019-12-08,0.05,1.0,,1.9999999999999973
2019-12-09,0.25,3.5,,5.499999999999997
2019-12-10,0.05,1.0,,6.1999999999999975
2019-12-11,0.0,0.0,,6.1999999999999975
2019-12-12,0.0,0.0,,5.6999999999999975
2019-12-13,0.47,7.0,,12.499999999999996
2019-12-14,0.64,6.5,,18.999999999999996
2019-12-15,0.3,9.0,,26.999999999999996
2019-12-16,0.0,0.0,,23.499999999999996
2019-12-17,0.0,0.0,,22.499999999999996
2019-12-18,0.0,0.0,,22.499999999999996
2019-12-19,0.0,0.0,,22.499999999999996
2019-12-29,0.01,0.2,,15.699999999999996
2019-12-30,0.0,0.0,,9.199999999999996
2019-12-31,0.0,0.0,,0.19999999999999646
2020-01-01,0.0,0.0,,0.19999999999999646
2020-01-02,0.2,3.0,,3.1999999999999966
2020-01-03,0.01,0.1,,3.2999999999999967
2020-01-04,0.0,0.0,,3.2999999999999967
2020-01-05,0.0,0.0,,3.0999999999999965
2020-01-06,0.08,1.0,,4.099999999999996
2020-01-12,0.09,1.2,,5.299999999999996
2020-01-13,0.04,0.4,,5.699999999999997
2020-01-14,0.12,1.5,,4.199999999999996
2020-01-15,0.0,0.0,,4.099999999999996
2020-01-16,0.0,0.0,,4.099999999999996
2020-01-17,0.0,0.0,,4.099999999999996
2020-01-18,0.23,3.0,,6.099999999999996
2020-01-19,0.0,0.0,,4.899999999999996
2020-01-20,0.0,0.0,,4.4999999999999964
2020-01-21,0.0,0.0,,2.999999999999996
2020-01-22,0.07,1.2,,4.199999999999996
2020-01-25,0.03,0.8,,4.9999999999999964
2020-01-26,0.0,0.0,,4.9999999999999964
2020-01-27,0.0,0.0,,1.999999999999996
2020-01-28,0.05,0.7,,2.6999999999999957
2020-01-29,0.0,0.0,,2.6999999999999957
2020-01-30,0.02,0.3,,2.999999999999996
2020-01-31,0.06,1.0,,2.7999999999999963
2020-02-01,0.0,0.0,,1.999999999999996
2020-02-02,0.0,0.0,,1.999999999999996
2020-02-03,0.0,0.0,,1.999999999999996
2020-02-04,0.23,3.3,,4.599999999999996
2020-02-05,0.02,0.2,,4.799999999999996
2020-02-07,0.4,9.0,,13.499999999999996
2020-02-08,0.45,7.0,,19.499999999999996
2020-02-09,0.22,3.5,,22.999999999999996
2020-02-10,0.33,6.5,,29.499999999999996
2020-02-11,0.12,1.2,,30.699999999999996
2020-02-12,0.0,0.0,,27.399999999999995
2020-02-13,0.13,1.7,,28.899999999999995
2020-02-14,0.01,0.1,,19.999999999999996
2020-02-15,0.0,0.0,,12.999999999999996
2020-02-20,0.04,0.5,,9.999999999999996
2020-02-21,0.0,0.0,,3.4999999999999964
2020-02-22,0.0,0.0,,2.2999999999999963
2020-02-23,0.26,5.3,,7.599999999999996
2020-02-24,0.4,4.5,,10.399999999999997
2020-02-25,0.37,3.2,,13.499999999999996
2020-02-26,0.0,0.0,,13.499999999999996
2020-02-27,0.04,0.5,,13.499999999999996
2020-02-28,0.0,0.0,,13.499999999999996
2020-02-29,0.0,0.0,,13.499999999999996
2020-03-01,0.0,0.0,35.5,8.199999999999996
2020-03-02,0.14,1.8,37.0,5.4999999999999964
2020-03-03,0.0,0.0,36.5,2.2999999999999963
2020-03-04,0.0,0.0,36.0,2.2999999999999963
2020-03-06,0.0,0.0,34.0,1.7999999999999965
2020-03-07,0.0,0.0,33.5,1.7999999999999965
2020-03-08,0.0,0.0,32.5,1.7999999999999965
2020-03-09,0.04,0.7,31.0,2.4999999999999964
2020-03-10,0.0,0.0,30.5,0.6999999999999964
2020-03-11,0.03,0.1,30.0,0.7999999999999964
2020-03-12,0.04,0.2,29.0,0.9999999999999964
2020-03-13,0.0,0.0,28.0,0.9999999999999964
2020-03-14,0.17,2.0,29.0,2.9999999999999964
2020-03-15,0.0,0.0,27.5,2.9999999999999964
2020-03-16,0.0,0.0,27.0,2.2999999999999963
2020-03-17,0.0,0.0,26.0,2.2999999999999963
2020-03-18,0.0,0.0,24.5,2.1999999999999966
2020-03-19,0.01,0.2,24.0,2.1999999999999966
2020-03-20,0.12,1.2,24.0,3.3999999999999964
2020-03-21,0.07,0.5,24.0,1.8999999999999964
2020-03-22,0.07,1.4,24.5,3.2999999999999963
2020-03-24,0.11,1.2,25.0,4.4999999999999964
2020-03-25,0.0,0.0,23.0,4.4999999999999964
2020-03-26,0.0,0.0,23.0,4.4999999999999964
2020-03-27,0.0,0.0,21.5,4.299999999999996
2020-03-28,0.08,1.0,22.0,4.099999999999996
2020-03-29,0.0,0.0,21.5,3.599999999999996
2020-03-30,0.02,0.2,21.5,2.3999999999999964
2020-03-31,0.09,1.5,33.0,2.6999999999999966
2020-04-01,0.0,0.0,21.0,2.6999999999999966
2020-04-02,0.0,0.0,20.0,2.6999999999999966
2020-04-03,0.04,0.8,20.0,3.4999999999999964
2020-04-04,0.0,0.1,19.0,2.5999999999999965
2020-04-05,0.0,0.0,18.0,2.5999999999999965
2020-04-06,0.0,0.0,17.5,2.3999999999999964
2020-04-07,0.0,0.0,16.5,0.8999999999999965
2020-04-08,0.0,0.0,15.5,0.8999999999999965
2020-04-09,0.0,0.0,14.0,0.8999999999999965
2020-04-10,0.19,0.2,13.0,0.2999999999999965
2020-04-11,0.0,0.0,11.0,0.19999999999999646
2020-04-12,0.2,3.0,12.0,3.1999999999999966
2020-04-13,0.15,1.9,13.0,5.099999999999996
2020-04-14,0.1,1.4,13.0,6.4999999999999964
2020-04-15,0.0,0.0,12.0,6.4999999999999964
2020-04-16,0.25,4.5,16.0,10.999999999999996
2020-04-17,0.2,2.2,16.5,12.999999999999996
2020-04-18,0.0,0.0,13.0,12.999999999999996
2020-04-19,0.04,0.5,12.5,10.499999999999996
2020-04-20,0.0,0.0,11.0,8.599999999999998
2020-04-21,0.0,0.0,10.0,7.199999999999997
2020-04-22,0.0,0.0,9.0,7.199999999999997
2020-04-23,0.0,0.0,8.0,2.6999999999999966
2020-04-24,0.4,3.3,11.0,3.7999999999999963
2020-04-25,0.11,1.5,11.0,5.299999999999996
2020-04-26,0.0,0.0,9.0,4.799999999999996
2020-04-27,0.15,0.0,7.0,4.799999999999996
2020-04-28,0.0,0.0,3.0,4.799999999999996
2020-04-29,0.0,0.0,0.0,4.799999999999996
2020-04-30,0.0,0.0,,4.799999999999996
2020-05-02,0.0,0.0,,1.4999999999999964
2020-05-06,0.0,0.0,,0.0
2020-05-07,0.0,0.0,,0.0
2020-05-08,0.0,0.0,,0.0
2020-05-09,0.0,0.0,,0.0
2020-05-10,0.0,0.0,,0.0
2020-05-11,0.0,0.0,,0.0
2020-05-13,0.0,0.0,,0.0
2020-05-14,0.0,0.0,,0.0
2020-05-15,0.0,0.0,,0.0
2020-05-17,0.0,0.0,,0.0
2020-05-18,0.0,0.0,,0.0
2020-05-19,0.0,0.0,,0.0
2020-05-20,0.0,0.0,,0.0
2020-05-21,0.0,0.0,,0.0
2020-05-22,0.0,0.0,,0.0
2020-05-23,0.0,0.0,,0.0
2020-05-24,0.0,0.0,,0.0
2020-05-26,0.0,0.0,,0.0
2020-05-27,0.0,0.0,,0.0
2020-06-02,0.0,0.0,,0.0
2020-06-03,0.0,0.0,,0.0
2020-06-04,0.0,0.0,,0.0
2020-06-06,0.0,0.0,,0.0
2020-06-08,0.0,0.0,,0.0
2020-06-09,0.13,1.0,0.5,0.9999999999999964
2020-06-12,0.0,0.0,,0.9999999999999964
2020-06-13,0.0,0.0,,0.9999999999999964
2020-06-15,0.0,0.0,,0.9999999999999964
2020-06-16,0.0,0.0,,0.9999999999999964
2020-06-17,0.0,0.0,,0.9999999999999964
2020-06-18,0.0,0.0,,0.9999999999999964
2020-06-21,0.0,0.0,,0.0
2020-06-22,0.0,0.0,,0.0
2020-06-28,0.0,0.0,,0.0
2020-06-29,0.0,0.0,,0.0
2020-07-02,0.0,0.0,,0.0
2020-07-03,0.0,0.0,,0.0
2020-07-07,0.0,0.0,,0.0
2020-07-08,0.0,0.0,,0.0
2020-07-09,0.0,0.0,,0.0
2020-07-10,0.0,0.0,,0.0
2020-07-11,0.0,0.0,,0.0
2020-07-12,0.0,0.0,,0.0
2020-07-19,0.0,0.0,,0.0
2020-07-20,0.0,0.0,,0.0
2020-07-21,0.0,0.0,,0.0
2020-07-22,0.0,0.0,,0.0
2020-07-31,0.0,0.0,,0.0
2020-08-01,0.0,0.0,,0.0
2020-08-05,0.0,0.0,,0.0
2020-08-06,0.0,0.0,,0.0
2020-08-07,0.0,0.0,,0.0
2020-08-08,0.0,0.0,,0.0
2020-08-09,0.0,0.0,,0.0
2020-08-10,0.0,0.0,,0.0
2020-08-11,0.0,0.0,,0.0
2020-08-12,0.0,0.0,,0.0
2020-08-13,0.0,0.0,,0.0
2020-08-14,0.0,0.0,,0.0
2020-08-15,0.0,0.0,,0.0
2020-08-22,0.0,0.0,,0.0
2020-08-23,0.0,0.0,,0.0
2020-08-24,0.0,0.0,,0.0
2020-08-28,0.0,0.0,,0.0
2020-09-02,0.0,0.0,,0.0
2020-09-03,0.0,0.0,,0.0
2020-09-04,0.0,0.0,,0.0
2020-09-05,0.0,0.0,,0.0
2020-09-06,0.0,0.0,,0.0
2020-09-07,0.0,0.0,,0.0
2020-09-08,0.0,0.0,,0.0
2020-09-09,0.3,2.0,1.5,1.9999999999999964
2020-09-10,0.05,0.5,,2.4999999999999964
2020-09-13,0.0,0.0,,2.4999999999999964
2020-09-14,0.0,0.0,,2.4999999999999964
2020-09-16,0.0,0.0,,2.4999999999999964
2020-09-17,0.0,0.0,,2.4999999999999964
2020-09-18,0.0,0.0,,2.4999999999999964
2020-09-19,0.0,0.0,,0.49999999999999645
2020-09-20,0.0,0.0,,0.0
2020-09-21,0.0,0.0,,0.0
2020-09-22,0.0,0.0,,0.0
2020-09-24,0.0,0.0,,0.0
2020-09-25,0.0,0.0,,0.0
2020-09-26,0.0,0.0,,0.0
2020-09-27,0.0,0.0,,0.0
2020-09-28,0.0,0.0,,0.0
2020-09-29,0.0,0.0,,0.0
2020-09-30,0.0,0.0,,0.0
2020-10-01,0.0,0.0,,0.0
2020-10-02,0.0,0.0,,0.0
2020-10-03,0.0,0.0,,0.0
2020-10-04,0.0,0.0,,0.0
2020-10-05,0.0,0.0,,0.0
2020-10-06,0.0,0.0,,0.0
2020-10-07,0.0,0.0,,0.0
2020-10-08,0.0,0.0,,0.0
2020-10-09,0.0,0.0,,0.0
2020-10-10,0.0,0.0,,0.0
2020-10-11,0.0,0.0,,0.0
2020-10-12,0.39,1.0,0.5,0.9999999999999964
2020-10-13,0.0,0.0,,0.9999999999999964
2020-10-14,0.0,0.0,,0.9999999999999964
2020-10-15,0.0,0.0,,0.9999999999999964
2020-10-16,0.0,0.0,,0.9999999999999964
2020-10-17,0.0,0.0,,0.9999999999999964
2020-10-18,0.0,0.0,,0.9999999999999964
2020-10-19,0.0,0.0,,0.0
2020-10-20,0.0,0.0,,0.0
2020-10-21,0.0,0.0,,0.0
2020-10-23,0.0,0.0,,0.0
2020-10-24,0.0,0.0,,0.0
2020-10-25,0.0,0.0,,0.0
2020-10-26,0.54,6.5,6.0,6.4999999999999964
2020-10-27,0.07,1.0,6.0,7.4999999999999964
2020-10-28,0.0,0.0,,7.4999999999999964
2020-10-30,0.0,0.0,,7.4999999999999964
2020-10-31,0.0,0.0,,7.4999999999999964
2020-11-01,0.0,0.0,,7.4999999999999964
2020-11-02,0.0,0.0,,7.4999999999999964
2020-11-03,0.0,0.0,,0.9999999999999964
2020-11-04,0.0,0.0,,0.0
2020-11-05,0.0,0.0,,0.0
2020-11-06,0.0,0.0,,0.0
2020-11-07,0.0,0.0,,0.0
2020-11-08,0.26,1.0,1.0,0.9999999999999964
2020-11-09,0.14,3.0,2.5,3.9999999999999964
2020-11-10,0.06,1.0,2.5,4.9999999999999964
2020-11-11,0.0,0.0,2.0,4.9999999999999964
2020-11-12,0.08,1.8,3.5,6.799999999999996
2020-11-13,0.0,0.0,2.0,6.799999999999996
2020-11-14,0.13,2.2,4.0,8.999999999999996
2020-11-15,0.08,1.0,5.0,8.999999999999996
2020-11-16,0.0,0.0,5.0,5.9999999999999964
2020-11-17,0.0,0.0,4.0,4.9999999999999964
2020-11-18,0.0,0.0,4.0,4.9999999999999964
2020-11-19,0.0,0.0,2.5,3.1999999999999966
2020-11-20,0.0,0.0,2.5,3.1999999999999966
2020-11-21,0.0,0.0,2.0,0.9999999999999964
2020-11-22,0.0,0.0,2.0,0.0
2020-11-23,0.04,1.0,2.5,0.9999999999999964
2020-11-24,0.31,3.2,5.0,4.199999999999997
2020-11-25,0.04,0.8,5.0,4.9999999999999964
2020-11-26,0.0,0.0,4.5,4.9999999999999964
2020-11-27,0.01,0.2,4.5,5.199999999999997
2020-11-28,0.0,0.0,4.0,5.199999999999997
2020-11-29,0.0,0.0,4.0,5.199999999999997
2020-11-30,0.0,0.0,4.0,4.199999999999997
2020-12-01,0.03,0.5,4.5,1.4999999999999964
2020-12-02,0.02,0.3,4.5,0.9999999999999964
2020-12-03,0.0,0.0,4.5,0.9999999999999964
2020-12-04,0.0,0.0,4.5,0.7999999999999965
2020-12-05,0.0,0.0,4.5,0.7999999999999965
2020-12-06,0.0,0.0,4.5,0.7999999999999965
2020-12-07,0.0,0.0,4.5,0.7999999999999965
2020-12-08,0.0,0.0,4.5,0.29999999999999644
2020-12-10,0.0,0.0,4.0,0.0
2020-12-11,0.16,2.5,6.5,2.4999999999999964
2020-12-12,0.12,1.5,8.0,3.9999999999999964
2020-12-13,0.06,0.9,9.0,4.899999999999997
2020-12-14,0.0,0.0,8.5,4.899999999999997
2020-12-16,0.03,0.6,8.5,5.4999999999999964
2020-12-17,0.01,0.2,8.5,5.699999999999997
2020-12-18,0.07,1.2,9.5,6.899999999999997
2020-12-19,0.02,0.5,9.0,4.899999999999997
2020-12-20,0.01,0.2,8.5,3.5999999999999965
2020-12-21,0.0,0.0,8.0,2.6999999999999966
2020-12-22,0.0,0.0,7.5,2.6999999999999966
2020-12-23,0.14,2.0,9.5,4.099999999999996
2020-12-25,0.0,0.0,9.0,3.899999999999996
2020-12-26,0.05,1.0,9.5,3.6999999999999966
2020-12-27,0.05,1.0,9.5,4.199999999999997
2020-12-28,0.0,0.0,9.5,3.9999999999999964
2020-12-30,0.01,0.2,13.0,4.199999999999997
2020-12-31,0.0,0.0,13.0,4.199999999999997
2021-01-01,0.0,0.0,,2.199999999999996
2021-01-02,0.0,0.0,,2.1999999999999966
2021-01-03,0.0,0.0,,1.1999999999999964
2021-01-04,0.05,0.7,,0.8999999999999964
2021-01-05,0.01,0.3,,1.1999999999999964
2021-01-06,0.05,1.0,,1.9999999999999964
2021-01-07,0.0,0.0,,1.9999999999999964
2021-01-08,0.0,0.0,,1.9999999999999964
2021-01-09,0.0,0.0,,1.9999999999999964
2021-01-10,0.0,0.0,,1.9999999999999964
2021-01-11,0.0,0.0,,1.2999999999999965
2021-01-14,0.04,0.5,,1.4999999999999964
2021-01-15,0.0,0.0,,0.49999999999999645
2021-01-16,0.01,0.2,,0.6999999999999964
2021-01-17,0.0,0.0,,0.6999999999999964
2021-01-18,0.06,0.8,,1.4999999999999964
2021-01-19,0.01,0.2,,1.6999999999999964
2021-01-20,0.0,0.0,,1.6999999999999964
2021-01-21,0.0,0.0,,1.1999999999999964
2021-01-22,0.0,0.0,,1.1999999999999964
2021-01-23,0.0,0.0,,0.9999999999999964
2021-01-24,0.01,0.2,,1.1999999999999966
2021-01-25,0.03,0.5,,0.8999999999999965
2021-01-26,0.01,0.2,,0.8999999999999964
2021-01-27,0.04,0.8,,1.6999999999999964
2021-01-28,0.0,0.0,,1.6999999999999964
2021-01-29,0.0,0.0,,1.6999999999999964
2021-01-30,0.08,1.6,,3.2999999999999963
2021-01-31,0.07,1.2,,4.299999999999996
2021-02-01,0.0,0.0,,3.7999999999999963
2021-02-02,0.0,0.0,,3.5999999999999965
2021-02-03,0.0,0.0,,2.7999999999999963
2021-02-04,0.52,5.5,,8.299999999999997
2021-02-05,0.04,0.7,,8.999999999999996
2021-02-06,0.28,3.8,,11.199999999999996
2021-02-07,0.03,0.5,,10.499999999999996
2021-02-11,0.0,0.0,,10.499999999999996
2021-02-12,0.02,0.3,,10.799999999999997
2021-02-13,0.21,3.5,,14.299999999999997
2021-02-14,0.0,0.0,,8.799999999999997
2021-02-15,0.01,0.0,,8.099999999999996
2021-02-16,0.02,0.3,,4.599999999999996
2021-02-17,0.07,1.1,,5.199999999999997
2021-02-18,0.04,0.7,,5.899999999999997
2021-02-19,0.0,0.0,,5.599999999999996
2021-02-20,0.01,0.2,,2.2999999999999967
2021-02-21,0.03,0.4,,2.6999999999999966
2021-02-22,0.0,0.0,,2.6999999999999966
2021-02-23,0.0,0.0,,2.399999999999997
2021-02-26,0.0,0.0,,1.2999999999999965
2021-02-27,0.02,0.5,,1.0999999999999965
2021-02-28,0.02,0.5,,1.5999999999999965
2021-03-01,0.0,0.0,,1.3999999999999966
2021-03-02,0.0,0.0,,0.9999999999999964
2021-03-04,0.03,0.4,,1.3999999999999964
2021-03-05,0.1,1.5,,2.8999999999999964
2021-03-06,0.0,0.0,,2.8999999999999964
2021-03-07,0.0,0.0,,2.3999999999999964
2021-03-08,0.0,0.0,,1.8999999999999964
2021-03-09,0.0,0.0,,1.8999999999999964
2021-03-10,0.15,3.0,,4.899999999999997
2021-03-11,0.02,0.3,,4.799999999999996
2021-03-12,0.0,0.0,,3.2999999999999963
2021-03-13,0.0,0.0,,3.2999999999999963
2021-03-14,0.34,4.0,,7.299999999999996
2021-03-15,0.04,0.6,,7.899999999999996
2021-03-16,0.1,1.5,,9.399999999999997
2021-03-17,0.18,1.5,,7.899999999999997
2021-03-18,0.0,0.0,,7.599999999999996
2021-03-21,0.15,2.6,,10.199999999999996
2021-03-22,0.23,2.2,,12.399999999999997
2021-03-23,0.02,0.3,,8.699999999999998
2021-03-24,0.01,0.2,,8.299999999999997
2021-03-25,0.05,1.3,,8.099999999999998
2021-03-26,0.04,0.7,,7.299999999999997
2021-03-27,0.09,2.0,,9.299999999999997
2021-03-29,0.0,0.0,,6.699999999999997
2021-03-30,0.33,3.5,,7.9999999999999964
2021-03-31,0.0,0.0,,7.699999999999997
2021-04-01,0.0,0.0,,7.4999999999999964
2021-04-07,0.0,0.0,,6.199999999999997
2021-04-08,0.0,0.0,,5.4999999999999964
2021-04-09,0.0,0.0,,3.4999999999999964
2021-04-10,0.0,0.0,,3.4999999999999964
2021-04-11,0.0,0.0,,0.0
2021-04-12,0.0,0.0,,0.0
2021-04-13,0.0,0.0,,0.0
2021-04-14,0.08,1.0,,0.9999999999999964
2021-04-15,0.0,0.0,,0.9999999999999964
2021-04-16,0.14,3.5,,4.4999999999999964
2021-04-19,0.0,0.0,,4.4999999999999964
2021-04-20,0.18,1.9,,6.399999999999997
2021-04-21,0.0,0.0,,6.399999999999997
2021-04-23,0.43,4.0,,10.399999999999997
2021-04-24,0.07,1.0,,10.399999999999997
2021-04-25,0.0,0.0,,10.399999999999997
2021-04-26,0.0,0.0,,6.899999999999997
2021-04-27,0.0,0.0,,6.899999999999997
2021-04-28,0.38,3.5,,8.499999999999996
2021-04-29,0.0,0.0,,8.499999999999996
2021-05-01,0.0,0.0,,4.4999999999999964
2021-05-02,0.0,0.0,,3.4999999999999964
2021-05-03,0.4,1.5,1.0,4.9999999999999964
2021-05-04,0.08,0.3,,5.299999999999996
2021-05-05,0.22,1.1,0.5,6.399999999999997
2021-05-07,0.0,0.0,,2.899999999999997
2021-05-08,0.0,0.0,,2.899999999999997
2021-05-10,0.0,0.0,,2.899999999999997
2021-05-11,0.18,0.3,,3.1999999999999966
2021-05-13,0.0,0.0,,1.6999999999999966
2021-05-14,0.0,0.0,,1.3999999999999966
2021-05-16,0.0,0.0,,0.29999999999999644
2021-05-17,0.0,0.0,,0.29999999999999644
2021-05-21,0.0,0.0,,0.29999999999999644
2021-05-22,0.0,0.0,,0.29999999999999644
2021-05-24,0.0,0.0,,0.0
2021-05-25,0.0,0.0,,0.0
2021-05-26,0.0,0.0,,0.0
2021-05-27,0.0,0.0,,0.0
2021-05-28,0.0,0.0,,0.0
2021-05-29,0.0,0.0,,0.0
2021-06-02,0.02,0.0,,0.0
2021-06-03,0.0,0.0,,0.0
2021-06-04,0.0,0.0,,0.0
2021-06-05,0.0,0.0,,0.0
2021-06-08,0.0,0.0,,0.0
2021-06-09,0.0,0.0,,0.0
2021-06-10,0.0,0.0,,0.0
2021-06-11,0.0,0.0,,0.0
2021-06-15,0.0,0.0,,0.0
2021-06-16,0.0,0.0,,0.0
2021-06-17,0.0,0.0,,0.0
2021-06-18,0.0,0.0,,0.0
2021-06-21,0.0,0.0,,0.0
2021-06-22,0.0,0.0,,0.0
2021-06-23,0.0,0.0,,0.0
2021-06-29,0.0,0.0,,0.0
2021-06-30,0.23,0.0,,0.0
2021-07-04,0.0,0.0,,0.0
2021-07-05,0.0,0.0,,0.0
2021-07-07,0.0,0.0,,0.0
2021-07-08,0.0,0.0,,0.0
2021-07-09,0.0,0.0,,0.0
2021-07-10,0.0,0.0,,0.0
2021-07-11,0.0,0.0,,0.0
2021-07-12,0.0,0.0,,0.0
2021-07-29,0.0,0.0,,0.0
2021-07-30,0.0,0.0,,0.0
2021-08-01,0.43,0.0,,0.0
2021-08-08,0.0,0.0,,0.0
2021-08-09,0.0,0.0,,0.0
2021-08-10,0.0,0.0,,0.0
2021-08-11,0.0,0.0,,0.0
2021-08-12,0.0,0.0,,0.0
2021-08-13,0.0,0.0,,0.0
